car_code,sub_code,make,model,spec,current_price,depreciation,down_payment,installment,coe,road_tax,omv,arf,fuel_economy,fuel_type,coe_incl
12005,7373,Mercedes-Benz,Mercedes-Benz GLC-Class Coupe,GLC300 4MATIC (A),380888,34200,152355,3288,105459,1202,58447,77205,6.3010,Petrol,True
12005,7843,Mercedes-Benz,Mercedes-Benz GLC-Class Coupe,GLC43 AMG 4MATIC (A),467888,-,187155,4039,105459,2380,-,-,4.9010,Petrol,True
12005,7845,Mercedes-Benz,Mercedes-Benz GLC-Class Coupe,GLC63 S AMG 4MATIC+ (A),621888,-,248755,5369,105459,3920,-,-,3.8010,Petrol,True
12007,7435,Perodua,Perodua Bezza,1.3 Premium X (A),111999,-,33600,1128,86000,584,11040,0,,Petrol,True
12016,8461,Volkswagen,Volkswagen Tiguan,2.0 TSI DSG Elegance (A),213400,19600,85360,1842,105459,1194,30359,34503,7.4010,Petrol,True
12016,8462,Volkswagen,Volkswagen Tiguan,2.0 TSI DSG R-Line (A),233400,21400,93360,2015,105459,1194,34131,39783,7.4010,Petrol,True
12030,8792,Maserati,Maserati Levante,2.0 L4 GT  (A),368800,-,-,-,105459,1206,-,-,60100,Petrol,False
12032,8181,Audi,Audi Q2,1.5 TFSI S tronic (A),234561,22100,93824,2025,105459,684,24947,26926,8.6010,Petrol,True
12052,5644,Mazda,Mazda MX-5 RF,2.0 (A),POA,-,-,-,105459,1210,34400,40160,8.6010,Petrol,True
12070,8083,Volkswagen,Volkswagen Transporter Diesel,T30 Panel Van LED [Euro VI] (A),POA,-,-,-,77109,-,-,-,,Diesel (Euro VI),True
12070,8082,Volkswagen,Volkswagen Transporter Diesel,T30 Panel Van [Euro VI] (A),141400,-,14140,1831,77109,-,-,-,,Diesel (Euro VI),True
12073,7900,Honda,Honda CR-V,1.5 Turbo 5-Seater (A),111999,-,-,-,105459,684,31067,35494,,Petrol,False
12073,7899,Honda,Honda CR-V,1.5 Turbo 7-Seater (A),127999,-,-,-,105459,684,34723,40612,,Petrol,False
12074,5899,Lexus,Lexus LC 500,5.0 V8 (A),548800,-,-,-,105459,5464,-,-,4.7010,Petrol,False
12076,7908,MINI,MINI Cooper Countryman,1.5 (A),234888,21300,93955,2028,105459,684,36659,43323,9.7010,Petrol,True
12077,8836,MINI,MINI Cooper S Countryman,2.0 Untamed Edition (A),248888,-,99555,2149,105459,1210,-,-,7.4010,Petrol,True
12077,7907,MINI,MINI Cooper S Countryman,2.0 (A),250888,22500,100355,2166,105459,1210,42688,51763,7.4010,Petrol,True
12086,5752,McLaren,McLaren 720S Coupe,4.0 V8 (A),1043000,-,-,-,105459,3940,241603,471527,2.9010,Petrol,False
12112,8005,Subaru,Subaru XV,2.0i-S EyeSight (A),142800,13600,42840,1438,105459,1206,13688,13688,10.401,Petrol,True
12112,8352,Subaru,Subaru XV,2.0i-S EyeSight GT Edition (A),144688,13700,43406,1457,105459,1206,15325,15325,10.401,Petrol,True
12128,8867,Mazda,Mazda CX-5,2.0 Elegance (A),184888,-,73955,1596,105459,1210,-,-,10.201,Petrol,True
12128,8868,Mazda,Mazda CX-5,2.0 Luxury (A),194888,-,77955,1682,105459,1210,-,-,10.201,Petrol,True
12128,8869,Mazda,Mazda CX-5,2.0 Luxury Sports (A),206888,-,82755,1786,105459,1210,-,-,10.201,Petrol,True
12135,8187,SEAT,SEAT Ateca,1.4 TSI Style 8-Speed (A),175888,-,70355,1518,105459,622,-,-,9.1010,Petrol,True
12135,8188,SEAT,SEAT Ateca,1.4 TSI Xperience 8-Speed (A),183888,-,73555,1587,105459,622,-,-,9.1010,Petrol,True
12156,7723,Audi,Audi S5 Sportback,3.0 TFSI qu Tip (A),429093,-,171637,3704,105459,2380,-,-,4.8010,Petrol,True
12177,8317,Opel,Opel Crossland,1.2 Turbo GS Line (A),145500,14400,43650,1465,86000,508,18823,3823,9.9010,Petrol,True
12179,8807,Land Rover,Land Rover Range Rover Velar,2.0 R-Dynamic S Special Edition (A),389999,-,156000,3367,105459,1208,-,-,7.5010,Petrol,True
12183,8813,Audi,Audi A8L Mild Hybrid,3.0 TFSI qu Tip (A),539028,48200,215611,4653,105459,2380,79392,114906,5.7010,Petrol-Electric,True
12183,8814,Audi,Audi A8L Mild Hybrid,4.0 TFSI qu Tip (A),707991,-,283196,6112,105459,3942,-,-,4.5010,Petrol-Electric,True
12194,6052,SEAT,SEAT Alhambra,1.4 TSI DSG Style (A),197888,-,79155,1708,105459,622,-,-,9.9010,Petrol,True
12207,6088,Lamborghini,Lamborghini Urus,4.0 V8 (A),POA,-,-,-,105459,3942,182817,342197,3.6010,Petrol,True
12209,6090,Toyota,Toyota Vios,1.5 E Grade (A),134888,12800,40466,1359,86000,682,13952,13952,,Petrol,True
12210,6171,SEAT,SEAT Arona,1.0 EcoTSI DSG Style (A),122888,12100,36866,1238,86000,390,19363,4363,100100,Petrol,True
12210,6172,SEAT,SEAT Arona,1.0 EcoTSI DSG FR (A),130888,12700,52355,1130,86000,390,22231,8123,100100,Petrol,True
12211,8335,Land Rover,Land Rover Discovery,2.0 SE 7-Seater (A),450999,-,180400,3893,105459,1208,-,-,6.9010,Petrol,True
12218,8539,Mitsubishi,Mitsubishi Eclipse Cross,1.5T Classic (A),154999,14600,46500,1561,105459,684,18630,18630,9.7010,Petrol,True
12218,8541,Mitsubishi,Mitsubishi Eclipse Cross,1.5T Style (A),173999,16100,69600,1502,105459,684,24625,26475,9.7010,Petrol,True
12225,8891,Volkswagen,Volkswagen Arteon,2.0 TSI DSG Elegance (A),230400,-,-,-,105459,1194,-,-,7.9010,Petrol,True
12225,8892,Volkswagen,Volkswagen Arteon,2.0 TSI DSG R-Line (A),245400,-,-,-,105459,1194,-,-,7.9010,Petrol,True
12226,8617,Maserati,Maserati Quattroporte,3.0 GT (A),458800,-,-,-,105459,2360,96229,151704,5.5010,Petrol,False
12226,8219,Maserati,Maserati Quattroporte,3.8 V8 Trofeo (A),698800,-,-,-,105459,3634,-,-,4.5010,Petrol,False
12244,8079,Lexus,Lexus LS Hybrid,500h Luxury (A),566800,-,-,-,105459,3098,-,-,5.4010,Petrol-Electric,False
12244,8102,Lexus,Lexus LS Hybrid,500h Ultra Luxury (A),622800,-,-,-,105459,3098,-,-,5.4010,Petrol-Electric,False
12247,8163,SEAT,SEAT Ibiza,1.5 TSI DSG FR (A),129888,12700,51955,1121,105459,684,20600,5840,8.2010,Petrol,True
12247,6226,SEAT,SEAT Ibiza,1.0 EcoTSI DSG Style (A),131888,12300,39566,1328,86000,390,17344,17344,9.5010,Petrol,True
12247,8351,SEAT,SEAT Ibiza,1.5 TSI DSG FR Plus (A),134888,13100,53955,1164,105459,684,21500,7100,8.2010,Petrol,True
12258,7975,Alfa Romeo,Alfa Romeo Giulia,Quadrifoglio (A),POA,-,-,-,105459,2258,66246,91243,3.9010,Petrol,True
12258,8006,Alfa Romeo,Alfa Romeo Giulia,Super (A),POA,-,-,-,105459,1206,-,-,6.6010,Petrol,True
12258,7974,Alfa Romeo,Alfa Romeo Giulia,Veloce (A),POA,-,-,-,105459,1206,38493,45890,5.2010,Petrol,True
12264,8781,SKODA,SKODA Kodiaq,1.5 TSI Ambition 7-Seater (A),209900,19400,83960,1812,105459,684,28951,32531,9.7010,Petrol,True
12264,8782,SKODA,SKODA Kodiaq,1.5 TSI Sportline 7-Seater (A),224900,20600,89960,1942,105459,684,32900,38060,9.8010,Petrol,True
12264,8783,SKODA,SKODA Kodiaq,2.0 TSI Laurin & Klement 7-Seater (A),256900,23400,102760,2218,105459,1194,38414,45780,7.7010,Petrol,True
12267,7655,SKODA,SKODA Superb,2.0 TSI Laurin & Klement (A),223400,20400,89360,1929,105459,1194,33211,38495,7.7010,Petrol,True
12270,6319,Porsche,Porsche Cayenne,3.0 (A),354188,-,-,-,105459,2380,93491,145680,6.2010,Petrol,False
12297,8162,BMW M Series,BMW M Series M5 Sedan,4.4 Competition (A),642888,53600,257155,5550,105459,4566,124642,214212,3.3010,Petrol,True
12299,6548,Rolls-Royce,Rolls-Royce Cullinan,6.75 V12 (A),POA,-,-,-,105459,8248,230932,448050,5.2010,Petrol,True
12300,7700,Audi,Audi RS 4 Avant,2.9 TFSI qu Tip (A),504963,44500,201985,4359,105459,2260,82232,120910,4.1010,Petrol,True
12302,8127,Mazda,Mazda CX-3,1.5 Classic (A),POA,-,-,-,86000,682,13770,13770,11.201,Petrol,True
12302,8128,Mazda,Mazda CX-3,1.5 Elegance (A),POA,-,-,-,86000,682,17379,17379,11.201,Petrol,True
12303,6441,Aston Martin,Aston Martin DB11 Volante,4.0 (A),POA,-,-,-,105459,3920,-,-,4.1010,Petrol,True
12304,6442,Aston Martin,Aston Martin Vantage,4.0 (A),POA,-,-,-,105459,3920,146316,261895,3.7010,Petrol,True
12306,6444,Aston Martin,Aston Martin V12 DBS,5.2 V12 (A),POA,-,-,-,105459,5832,-,-,3.4010,Petrol,True
12323,6490,Mazda,Mazda 6 Sedan,2.0 Standard (A),170888,16200,51266,1721,105459,1210,18671,18671,10.801,Petrol,True
12323,6491,Mazda,Mazda 6 Sedan,2.0 Executive (A),175888,16500,70355,1518,105459,1210,21153,21614,10.801,Petrol,True
12325,6496,BMW ALPINA,BMW ALPINA B5 Bi-Turbo Saloon,4.4 V8 (A),465800,-,-,-,105459,4566,123388,211454,3.5010,Petrol,False
12328,8328,MINI,MINI Cooper Convertible,1.5 (A),230888,-,92355,1993,105459,684,-,-,8.7010,Petrol,True
12339,8270,MINI,MINI Cooper S Convertible,2.0 (A),250888,22700,100355,2166,105459,1210,39800,47720,6.9010,Petrol,True
12340,8279,MINI,MINI Cooper S 3-Door,2.0 (A),237888,-,95155,2054,105459,1210,-,-,6.6010,Petrol,True
12340,8829,MINI,MINI Cooper S 3-Door,2.0 Pat Moss Edition (A),240888,-,96355,2080,105459,1210,-,-,6.6010,Petrol,True
12340,8838,MINI,MINI Cooper S 3-Door,2.0 Resolute Edition (A),240888,-,96355,2080,105459,1210,-,-,6.6010,Petrol,True
12341,8277,MINI,MINI Cooper S 5-Door,2.0 (A),240888,22000,96355,2080,105459,1210,35730,42022,6.7010,Petrol,True
12341,8830,MINI,MINI Cooper S 5-Door,2.0 Pat Moss Edition (A),243888,-,97555,2105,105459,1210,-,-,6.7010,Petrol,True
12343,6675,Subaru,Subaru Forester,2.0i-L EyeSight (A),183800,17500,55140,1851,105459,1206,17553,17553,10.301,Petrol,True
12344,6537,Nissan,Nissan Cabstar,2.0 (M),112688,-,11269,1459,77109,-,-,-,,Petrol,True
12370,8753,Mercedes-Benz,Mercedes-Benz CLS-Class Mild Hybrid,CLS450 4MATIC (A),531888,-,212755,4592,105459,2384,-,-,4.8010,Petrol-Electric,True
12370,8754,Mercedes-Benz,Mercedes-Benz CLS-Class Mild Hybrid,CLS53 AMG 4MATIC (A),584888,-,233955,5049,105459,2384,-,-,4.5010,Petrol-Electric,True
12373,8510,Lexus,Lexus ES 300h Hybrid,2.5 Executive (A),306800,27500,122720,2649,105459,1784,50565,63017,8.9010,Petrol-Electric,True
12373,8511,Lexus,Lexus ES 300h Hybrid,2.5 Luxury (A),324800,28800,129920,2804,105459,1784,56896,74413,8.9010,Petrol-Electric,True
12374,8507,Lexus,Lexus ES 250,2.5 Executive (A),285800,25900,114320,2467,105459,1784,44213,53898,9.1010,Petrol,True
12374,8509,Lexus,Lexus ES 250,2.5 F Sport (A),310800,27700,124320,2683,105459,1784,53016,67429,9.1010,Petrol,True
12374,8508,Lexus,Lexus ES 250,2.5 Luxury (A),314800,28000,125920,2718,105459,1784,53866,68959,9.1010,Petrol,True
12380,6651,Audi,Audi Q8 Mild Hybrid,3.0 TFSI qu Tip (A),487730,43300,195092,4211,105459,2380,76656,109981,5.9010,Petrol-Electric,True
12385,8113,Audi,Audi A7 Sportback Mild Hybrid,2.0 TFSI S tronic (A),379579,-,151832,3277,105459,1194,-,-,8.1010,Petrol-Electric,True
12387,6673,Volkswagen,Volkswagen Polo,1.0 TSI DSG Beats (A),153400,14300,61360,1324,86000,390,21171,21639,9.5010,Petrol,True
12392,8010,Alfa Romeo,Alfa Romeo Stelvio,Quadrifoglio (A),POA,-,-,-,105459,2258,-,-,3.8010,Petrol,True
12392,8008,Alfa Romeo,Alfa Romeo Stelvio,Super (A),POA,-,-,-,105459,1206,-,-,7.2010,Petrol,True
12392,8009,Alfa Romeo,Alfa Romeo Stelvio,Veloce (A),POA,-,-,-,105459,1206,-,-,5.7010,Petrol,True
12395,6820,Mercedes-Benz,Mercedes-Benz A-Class Hatchback,A180 Progressive (A),219888,20200,87955,1898,86000,586,31227,35718,9.2010,Petrol,True
12395,6701,Mercedes-Benz,Mercedes-Benz A-Class Hatchback,A200 Progressive (A),271888,-,108755,2347,105459,586,-,-,80100,Petrol,True
12395,6702,Mercedes-Benz,Mercedes-Benz A-Class Hatchback,A200 AMG Line (A),275888,25700,110355,2382,105459,586,32461,37445,80100,Petrol,True
12395,7695,Mercedes-Benz,Mercedes-Benz A-Class Hatchback,A35 AMG 4MATIC (A),351888,-,140755,3038,105459,1202,-,-,4.7010,Petrol,True
12395,7691,Mercedes-Benz,Mercedes-Benz A-Class Hatchback,A45 S AMG 4MATIC+ (A),420888,37800,168355,3633,105459,1202,62921,85258,3.9010,Petrol,True
12404,7778,Mercedes-Benz,Mercedes-Benz B-Class,B180 Progressive (A),216888,19900,86755,1872,86000,586,31981,36773,9.4010,Petrol,True
12404,6987,Mercedes-Benz,Mercedes-Benz B-Class,B200 Progressive (A),280888,26100,112355,2425,105459,586,34132,39785,8.2010,Petrol,True
12404,7138,Mercedes-Benz,Mercedes-Benz B-Class,B200 AMG Line (A),286888,-,114755,2477,105459,586,-,-,8.5010,Petrol,True
12405,8503,BMW,BMW Z4 Roadster,sDrive20i M Sport (A),356888,32300,142755,3081,105459,1210,53385,68093,6.6010,Petrol,True
12406,9057,BMW,BMW 3 Series Sedan,318i (A),271888,-,-,-,105459,1198,-,-,8.4010,Petrol,True
12406,9056,BMW,BMW 3 Series Sedan,318i M Sport (A),279888,-,-,-,105459,1198,-,-,8.4010,Petrol,True
12410,8907,BMW,BMW 8 Series Coupe,840i M Sport (A),573888,-,229555,4954,105459,2382,-,-,5.2010,Petrol,True
12423,7475,Audi,Audi A6 Sedan Mild Hybrid,2.0 TFSI S tronic Design [190hp] (A),326922,30200,130769,2822,105459,1194,42012,50817,7.9010,Petrol-Electric,True
12426,8320,Hyundai,Hyundai Kona Electric,39.2kWh (A),171888,-,68755,1484,86000,1502,36430,0,-,Electric,True
12426,8321,Hyundai,Hyundai Kona Electric,39.2kWh Sunroof (A),177888,17700,71155,1536,86000,1502,38923,1492,-,Electric,True
12426,8322,Hyundai,Hyundai Kona Electric,64.0kWh Sunroof (A),226888,-,90755,1959,105459,1795,-,-,-,Electric,True
12430,8681,Audi,Audi Q3,2.0 TFSI qu S tronic (A),260666,24300,104266,2250,105459,1194,31450,36030,7.3010,Petrol,True
12431,6841,Jeep,Jeep Wrangler Sahara 4-Door,2.0 Turbo (A),334888,31000,133955,2891,105459,1206,40994,49392,7.3010,Petrol,True
12435,7790,Bentley,Bentley Continental GT,4.0 V8 (A),POA,-,-,-,105459,3942,225622,436368,40100,Petrol,True
12435,6786,Bentley,Bentley Continental GT,6.0 W12 (A),POA,-,-,-,105459,6998,-,-,3.7010,Petrol,True
12436,7820,Bentley,Bentley Continental GT Convertible,4.0 V8 (A),POA,-,-,-,105459,3942,256359,503990,4.1010,Petrol,True
12436,6789,Bentley,Bentley Continental GT Convertible,6.0 W12 (A),POA,-,-,-,105459,6998,-,-,3.8010,Petrol,True
12437,6796,Golden Dragon,Golden Dragon XML6112 Diesel,6.7 [Euro VI] (A),POA,-,-,-,77109,-,-,-,,Diesel (Euro VI),True
12440,9018,Lexus,Lexus UX 250h Hybrid,2.0 Executive (A),234800,-,93920,2027,105459,1196,-,-,8.4010,Petrol-Electric,True
12440,9019,Lexus,Lexus UX 250h Hybrid,2.0 Luxury (A),242800,-,97120,2096,105459,1196,-,-,8.4010,Petrol-Electric,True
12441,8434,Jaguar,Jaguar I-PACE Electric,SE 90 kWh (A),425999,-,170400,3678,105459,4086,-,-,-,Electric,True
12444,6942,BMW,BMW X5,xDrive40i xLine 7-Seater (A),456888,39500,182755,3944,105459,2382,83608,123938,5.9010,Petrol,True
12444,7501,BMW,BMW X5,xDrive40i M Sport 7-Seater (A),468888,40200,187555,4048,105459,2382,88300,134260,5.9010,Petrol,True
12445,6863,Nissan,Nissan Leaf Electric,40 kWh (A),164800,16400,65920,1423,86000,1262,39090,1726,-,Electric,True
12445,9068,Nissan,Nissan Leaf Electric,40 kWh (A),169800,-,-,-,86000,1560,-,-,-,Electric,True
12446,6830,Golden Dragon,Golden Dragon XML6129 Diesel,8.9 49-Seater 2-door [Euro VI] (A),POA,-,-,-,77109,-,-,-,,Diesel (Euro VI),True
12446,7002,Golden Dragon,Golden Dragon XML6129 Diesel,8.9 53-Seater 1-door [Euro VI] (A),POA,-,-,-,77109,-,-,-,,Diesel (Euro VI),True
12449,8688,Volkswagen,Volkswagen Touareg,3.0 TSI Tiptronic Elegance (A),382900,-,153160,3306,105459,2380,-,-,5.9010,Petrol,True
12449,8689,Volkswagen,Volkswagen Touareg,3.0 TSI Tiptronic R-Line (A),415900,36100,166360,3590,105459,2380,76369,109464,5.9010,Petrol,True
12450,7170,Toyota,Toyota GR Supra,3.0 (A),256888,-,-,-,105459,2382,-,-,4.3010,Petrol,False
12451,8970,BMW,BMW X7,xDrive40i 7-Seater (A),571888,-,228755,4937,105459,2382,-,-,5.8010,Petrol,True
12451,8971,BMW,BMW X7,xDrive40i M Sport 7-Seater (A),583888,-,233555,5041,105459,2382,-,-,5.8010,Petrol,True
12453,8800,Land Rover,Land Rover Range Rover Evoque Mild Hybrid,2.0 R-Dynamic SE Bright Pack (A),335999,-,134400,2901,105459,1208,-,-,8.6010,Petrol-Electric,True
12453,8801,Land Rover,Land Rover Range Rover Evoque Mild Hybrid,2.0 R-Dynamic SE Black Pack (A),336999,-,134800,2909,105459,1208,-,-,8.6010,Petrol-Electric,True
12454,8457,Porsche,Porsche Macan,PDK 2.0 (A),261488,-,-,-,105459,1194,-,-,6.4010,Petrol,False
12454,8458,Porsche,Porsche Macan,S PDK 2.9 (A),301588,-,-,-,105459,2260,-,-,4.8010,Petrol,False
12454,8459,Porsche,Porsche Macan,GTS PDK 2.9 (A),363788,-,-,-,105459,2260,-,-,4.5010,Petrol,False
12455,7637,Porsche,Porsche 911,Carrera PDK 3.0 (A),503788,-,-,-,105459,2362,126762,218876,4.2010,Petrol,False
12455,6986,Porsche,Porsche 911,Carrera S PDK 3.0 (A),578388,-,-,-,105459,2362,151470,273234,3.7010,Petrol,False
12455,6985,Porsche,Porsche 911,Carrera 4S PDK 3.0 (A),619988,-,-,-,105459,2362,-,-,3.6010,Petrol,False
12455,8596,Porsche,Porsche 911,GT3 4.0 (A),765288,-,-,-,105459,3942,186691,350720,3.4010,Petrol,False
12455,7642,Porsche,Porsche 911,Turbo S PDK 3.8 (A),991588,-,-,-,105459,3550,-,-,2.7010,Petrol,False
12456,7167,Porsche,Porsche 911 Cabriolet,Carrera PDK 3.0 (A),575788,-,-,-,105459,2362,-,-,4.4010,Petrol,False
12460,6880,Peugeot,Peugeot Partner Diesel,1.5 BlueHDi LWB [Euro VI] (A),52888,-,5289,685,77109,-,22600,1130,13.101,Diesel (Euro VI),False
12461,8695,SEAT,SEAT Tarraco,2.0 TSI DSG AWD Xcellence 7-Seater (A),214888,-,85955,1855,105459,1194,-,-,7.8010,Petrol,True
12462,6878,Perodua,Perodua Myvi,1.3 X (A),112999,-,33900,1138,86000,584,12347,0,,Petrol,True
12471,8985,SKODA,SKODA Scala,1.0 TSI Ambition (A),159400,-,-,-,86000,390,-,-,10.101,Petrol,True
12471,8984,SKODA,SKODA Scala,1.0 TSI Style (A),167400,-,-,-,86000,390,-,-,10.101,Petrol,True
12476,7759,Alpine,Alpine A110,1.8 Legende (A),POA,-,-,-,105459,976,58000,76400,4.5010,Petrol,True
12476,8919,Alpine,Alpine A110,1.8 (A),271800,-,-,-,105459,976,-,-,4.5010,Petrol,False
12476,8920,Alpine,Alpine A110,1.8 Plus (A),285800,-,-,-,105459,976,-,-,4.5010,Petrol,False
12476,8921,Alpine,Alpine A110,1.8 GT (A),304800,-,-,-,105459,976,-,-,4.2010,Petrol,False
12476,8922,Alpine,Alpine A110,1.8 S (A),318800,-,-,-,105459,976,-,-,4.2010,Petrol,False
12481,6936,Suzuki,Suzuki Jimny,1.5 Standard (A),158900,15000,47670,1600,86000,662,17500,17500,,Petrol,True
12481,6937,Suzuki,Suzuki Jimny,1.5 Standard Two-Tone (A),159900,15100,47970,1610,86000,662,17800,17800,,Petrol,True
12481,7220,Suzuki,Suzuki Jimny,1.5 Premium (A),161900,15300,48570,1631,86000,662,17500,17500,,Petrol,True
12481,7221,Suzuki,Suzuki Jimny,1.5 Premium Two-Tone (A),162900,15400,48870,1641,86000,662,17800,17800,,Petrol,True
12485,7086,Mazda,Mazda 3 Sedan Mild Hybrid,1.5 Classic (A),148888,14800,44666,1500,86000,682,17666,2666,11.901,Petrol-Electric,True
12485,7084,Mazda,Mazda 3 Sedan Mild Hybrid,1.5 Elegance (A),152888,15100,45866,1540,86000,682,19593,4593,11.901,Petrol-Electric,True
12485,7085,Mazda,Mazda 3 Sedan Mild Hybrid,1.5 Astina (A),156888,15400,62755,1354,86000,682,20678,5949,11.901,Petrol-Electric,True
12486,7088,Mazda,Mazda 3 Hatchback Mild Hybrid,1.5 Astina (A),160888,15700,64355,1389,86000,682,21898,7657,12.101,Petrol-Electric,True
12498,6997,Porsche,Porsche Cayenne Coupe,3.0 (A),372588,-,-,-,105459,2380,91107,140435,6.2010,Petrol,False
12511,7053,BMW ALPINA,BMW ALPINA B5 Bi-Turbo Touring,4.4 V8 (A),480800,-,-,-,105459,4566,-,-,3.7010,Petrol,False
12515,7057,Jeep,Jeep Wrangler Sahara 2-Door,2.0 Turbo (A),314888,-,125955,2718,105459,1206,-,-,6.8010,Petrol,True
12518,7089,Honda,Honda Accord,1.5 VTEC Turbo (A),121999,-,-,-,105459,684,39322,47051,9.1010,Petrol,False
12528,7798,Audi,Audi RS 5 Sportback,2.9 TFSI qu Tip (A),497277,-,198911,4293,105459,2260,-,-,3.9010,Petrol,True
12534,7961,Mercedes-Benz,Mercedes-Benz CLA-Class Coupe,CLA180 Progressive (A),225888,20600,90355,1950,86000,586,33807,39330,9.4010,Petrol,True
12534,7106,Mercedes-Benz,Mercedes-Benz CLA-Class Coupe,CLA200 Progressive (A),291888,27100,116755,2520,105459,586,35228,41319,8.2010,Petrol,True
12534,7433,Mercedes-Benz,Mercedes-Benz CLA-Class Coupe,CLA35 AMG 4MATIC (A),361888,33400,144755,3124,105459,1202,44901,54861,4.7010,Petrol,True
12534,7851,Mercedes-Benz,Mercedes-Benz CLA-Class Coupe,CLA45 S AMG 4MATIC+ (A),424888,38200,169955,3668,105459,1202,62758,84964,40100,Petrol,True
12538,7116,Mercedes-Benz,Mercedes-Benz GLE-Class Mild Hybrid,GLE450 4MATIC (A),505888,44500,202355,4367,105459,2384,83013,122629,5.7010,Petrol-Electric,True
12538,7850,Mercedes-Benz,Mercedes-Benz GLE-Class Mild Hybrid,GLE53 AMG 4MATIC+ (A),551888,48100,220755,4764,105459,2384,91693,141725,5.3010,Petrol-Electric,True
12545,7675,Audi,Audi A4 Sedan Mild Hybrid,2.0 TFSI S tronic (A),270827,25200,108331,2338,105459,1194,33115,38361,8.9010,Petrol-Electric,True
12560,8049,BMW,BMW 1 Series Hatchback,116i Sport (A),202888,18500,81155,1752,86000,684,30891,35247,10.601,Petrol,True
12561,7719,Mercedes-Benz,Mercedes-Benz A-Class Saloon,A180 Progressive (A),221888,20300,88755,1916,86000,586,32065,36891,9.3010,Petrol,True
12561,7191,Mercedes-Benz,Mercedes-Benz A-Class Saloon,A200 Progressive (A),273888,25500,109555,2364,105459,586,33075,38305,8.1010,Petrol,True
12561,7508,Mercedes-Benz,Mercedes-Benz A-Class Saloon,A35 AMG 4MATIC (A),352888,32700,141155,3046,105459,1202,42452,51433,4.8010,Petrol,True
12563,7199,Jeep,Jeep Wrangler Rubicon 4-Door,2.0 Turbo (A),354888,32900,141955,3064,105459,1206,43135,52389,7.3010,Petrol,True
12568,8815,Nissan,Nissan Serena e-POWER Hybrid,Premium (A),189800,18000,75920,1639,105459,802,30692,19969,,Petrol-Electric,True
12568,8820,Nissan,Nissan Serena e-POWER Hybrid,Premium Touring Edition (A),192800,18300,77120,1664,105459,802,30692,19969,,Petrol-Electric,True
12568,8816,Nissan,Nissan Serena e-POWER Hybrid,Prestige (A),192800,18300,77120,1664,105459,802,30692,19969,,Petrol-Electric,True
12568,8821,Nissan,Nissan Serena e-POWER Hybrid,Prestige Touring Edition (A),195800,18600,78320,1690,105459,802,30692,19969,,Petrol-Electric,True
12581,8498,Nissan,Nissan NV200 Petrol,1.6 CVT (A),125000,-,12500,1619,77109,-,-,-,,Petrol,True
12589,7427,BMW,BMW 8 Series Gran Coupe,840i M Sport (A),573888,50000,229555,4954,105459,2382,94151,147132,5.4010,Petrol,True
12594,7300,Ssangyong,Ssangyong Musso Sports Diesel,2.2 2WD [Euro VI] (M),153888,15400,15389,1993,77109,-,21517,1076,12.201,Diesel (Euro VI),True
12595,7306,BMW M Series,BMW M Series M135i,2.0 xDrive (A),305888,27500,122355,2641,105459,1210,49663,61528,4.8010,Petrol,True
12597,7309,Ssangyong,Ssangyong Musso Grand Diesel,2.2 2WD [Euro VI] (M),157888,15800,15789,2045,77109,-,21876,1094,,Diesel (Euro VI),True
12597,7311,Ssangyong,Ssangyong Musso Grand Diesel,2.2 4WD [Euro VI] (M),159888,16000,15989,2070,77109,-,23654,1183,,Diesel (Euro VI),True
12597,7310,Ssangyong,Ssangyong Musso Grand Diesel,2.2 2WD [Euro VI] (A),163888,16400,16389,2122,77109,-,23667,1183,,Diesel (Euro VI),True
12598,9058,BMW M Series,BMW M Series M340i,3.0 xDrive (A),414888,-,-,-,105459,2372,-,-,4.4010,Petrol,True
12604,9009,Land Rover,Land Rover Defender 90,2.0 SE 5-Seater (A),392999,35900,157200,3393,105459,1208,53346,68023,80100,Petrol,True
12610,7351,Ssangyong,Ssangyong Tivoli Diesel,1.6 Standard (A),153888,14400,61555,1328,86000,1282,20081,20113,,Diesel (Euro VI),True
12618,7407,Toyota,Toyota Corolla Altis,1.6 Standard (A),145888,13600,43766,1469,86000,742,19421,19421,,Petrol,True
12618,7408,Toyota,Toyota Corolla Altis,1.6 Elegance (A),152888,14200,61155,1320,86000,742,21508,22111,,Petrol,True
12619,7415,BMW,BMW X6,xDrive40i M Sport (A),474888,40400,189955,4100,105459,2382,91899,142178,5.5010,Petrol,True
12620,8751,Audi,Audi e-tron Electric,50 qu 71 kWh (A),370622,34900,148249,3200,105459,3753,64047,42285,-,Electric,True
12622,7378,BMW M Series,BMW M Series M235i Gran Coupe,2.0 xDrive (A),331888,30000,132755,2865,105459,1210,51431,64576,4.9010,Petrol,True
